storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
e9d604eb-7fbb-48ff-8b29-448869b2f7a4,No Fish,Evan went fishing with his granddad.,They talked as they sat in the boat.,They passed the whole day that way.,"At the end of the day, neither had caught anything.",But they both agreed it had been a wonderful day!
93a9d079-0019-463d-8888-e581eea42f1e,The Beach,Don was getting ready to go to the beach.,He packed his towel and sunscreen.,He got into his car and drove to the beach.,He put down his towel and laid in the sun.,Don forgot to put on sunscreen and got a bad sunburn.
e09e5e93-6fe4-4cce-9197-b00f4b57efc0,Bonuses,I woke up not feeling like working.,I had zero motivation to get started.,"After I took a shower, I checked my email.",I found a $20 bonus and was happy.,It was the encouragement I needed to start my day.
996778da-e235-4f01-acdf-c89d100fa6e6,New shades,Jay bought new shades.,He wore them to class.,He sat them down at his desk.,He came back and they were gone.,"After searching, he realized they simply fell on the ground."
fe7ba475-32ae-49cf-b21f-a5c124d6aa95,Backstabber,Jonathan was a goody two shoes in school song.,He was warned to stay away from the trouble maker Matt.,He did not know who he was dealing with.,So he ended up following him.,He got in trouble with the principal.
9f95f961-aa87-4444-b9ec-095332d3ea1f,Belle's Diary,Aaron found Belle's diary.,Aaron really wanted to see what she had written.,He knew it would be wrong to read it.,Aaron returned the diary to Belle.,Belle was grateful he hadn't read it.
46c3f66d-bcc6-49eb-80db-8bd46b932d2b,The Dog Show,Darcy was showing a dog.,She was at the show and knew the judge.,Her dog became disqualified.,She contested the ruling due to misunderstanding.,Darcy won the suit.
8c14f5d1-e025-4b3e-9c7d-5d9f328b95cb,Creative Assignments,Terry took a creative class.,She really enjoyed the class.,A test came up.,She did the assignments to prepare.,Terry passed the test well.
6284910f-d54a-4d05-8874-175bb1b5bea5,Umbrella,Eric was walking home from work when it started raining.,"He walked in the rain for three blocks, getting soaking wet.",Then Eric remembered he had an umbrella in his backpack.,"He tried to find the umbrella, but it was hard with the rain falling.","When Erik finally found his umbrella, it had stopped raining."
626f48d7-ca80-4097-b3d7-acd01e6d4c96,Thick Soup,Tanya was making a soup.,She stepped away from the kitchen.,The soup began to thicken.,Tanya checked on the soup.,She added more water to thin it out.
0a8afbc5-e268-46e3-a4c3-fe6cba4e0e4e,The Bully,Noah couldn't stand going to school.,"Every time he went, a boy named Darren would make fun of him.","One day, when Noah was getting bullied, a girl named Kim saw it.",She ran and told the teacher on recess duty.,"Darren went the principal's office, and Noah didn't worry anymore."
6933559a-631e-4689-a7f9-9dc8e979f7df,Tim Joins the Army,Tim's family was a military family so he always knew his future.,Tim prepared for years by joining ROTC in high school.,He graduated last week so he went down to a local recruitment center.,When he was there he met with a recruitment officer.,At the end of his meeting Tim signed the papers and reached his goal.
514ba1c7-b621-4304-b953-4378fbd1b1f1,Hawaii Vacation,Amy worked hard to save money for a vacation.,She finally had enough saved for a nice vacation.,She looked at lots of vacation brochures.,It was hard to decide on a vacation that was within her budget.,"A Hawaiian resort had a great vacation special, so she chose them!"
dae44f46-d901-4c2a-a1ae-f2d96716c9c2,Rocks,Ed was throwing rocks at a nearby lake.,His little brother was beside him.,Ed wound up and threw really hard.,But the rock didn't go into the lake it went right for his brother.,His little brother still hasn't forgave him.
600ff865-9c6f-4e47-adb9-092735870513,Mountain,Matt wanted to climb a nearby mountain.,He studied and trained for three months.,The day finally came and he started the climb.,"Less than an hour later, he slipped and broke his ankle.",His dreams were crushed and he never tried again.
1d0a414a-a0a6-4760-8f8a-8b4bb4561c9a,A fight with mom.,Wendy was in the car with her mom.,"Suddenly, they began to fight.","Wendy got so mad, she tried to leave the car.",Her mom scolded her loudly.,Wendy got back in the car and apologized.
8f5c4697-0fb2-43d3-b4df-7e428615da5d,Mike,My daughter's college roommate Ellen lives in California.,We live in Boston.,This summer Ellen and her parents visited us in Boston.,"Ellen's dad, Mike, is a rags to riches millionaire.",Mike bragged so much about his money he spoiled the visit.
d56bd6dd-5dd3-45e8-b36b-0819a4327490,Mistrust,Gary stole Hannah's teddy bear.,"He told her that in order to get it back, he has to beat her in chess.",Hannah decided to challenge him in chess.,"The game was close however, Hannah ended up winning.",Gary was mad and decided to throw away the teddy bear.
64f5dffe-17c7-4c98-bed7-3de5738ed379,Fat,Homer had always been a self-conscious person.,He was very careful about how he looked.,After his wife died he stopped caring.,He let himself get fat and lazy.,Now Homer only has memories of what he was.
b9bdd8c8-ed3f-47a4-a9c7-c5e8409e9252,Communicate Before You Quit,Noah quit his job without telling his parents.,This made his parents very sad because they didn't understand why.,Noah explained that he was being bullied on the job by another boy.,His parents told him he should have talked with the boss about it.,Noah is having a hard time finding another job.
b1d73314-9e98-43a2-8894-5a8523310848,Wasted Water,Dan lived in a country where water was a precious resource.,"Recently, Dan noticed that he had a leak in his kitchen faucet.",Dan knew he had to do something immediately to stop the water leak.,"Dan called his local plumber, and turned off his water line.",Dan could not wait for his plumber to fix this water leak.
0d7e83d8-c03d-4b32-ab5d-00a152634026,Broken Chain,Tim was riding his bicycle.,He tried to go over a small jump.,When he landed he noticed he couldn't pedal anymore.,The chain had snapped off.,Tim had to push his bike back home.
a2f9bb2d-afc7-477a-82ed-37625aecb3bd,Randall's New Curtains,Randall loves the view of the city from his big apartment windows.,"However, he notices that his neighbors are looking into his windows.",All of a sudden Randall wants more privacy.,He buys heavy curtains so his neighbors can't see him at home.,Randall feels sorry the curtains block his city view.
e8fe3467-d41c-41aa-856f-2bcec63aba50,Stella's Birthday Party,It was Stella's birthday.,Her mother planned her a party with a clown as entertainment.,The clown cancelled at the last minute.,"Luckily, Stella's uncle was able to fill in with his magician's act.",Her party was a hit.
7886a5c4-27eb-409b-bd15-58365c2447b2,Pizza party,I got a lot of my friends together.,We decided to have a pizza party.,We laid out all the ingredients and got to work.,All of the sudden we remembered something.,We burnt the pizzas.
f155727a-c359-4906-8252-b21b9a8cd65b,Ice Cream Day,Last Sunday was National Ice Cream Day.,"To celebrate, we drove to a local ice cream shop.",We bought soft serve ice cream cones.,We took the cones home and sat on the bench outside.,I posted photos of our cones on Snapchat.
8cd70d09-7bad-44ce-8681-101645b5e825,Francis Falls in Love,Francis had given up on finding a lover.,He decided that at his old age it was impossible to meet anyone.,"However, one day a woman on the train and asked his name.",They exchanged contact information and decided to meet for coffee.,Now Francis has no longer given up on finding a lover.
55d1fa1f-1a13-4791-b9ad-5ce64f980ae1,Grace Cooks Soup,Grace wants to make dinner without going to the supermarket.,She decides to see what she has in the cupboard.,Grace is happy to notice that she has all the ingredients for soup.,She cooks a delicious chicken noodle soup.,Grace feels great that she didn't have to go shopping for food.
2f31c614-6d53-4541-9496-c073bddc7d53,The Waterfall,The kayakers had been out all day.,They approached a huge waterfall.,They hadn't realized it was on their path!,They paddled to shore as quickly as they could.,They made it just in time!
cba46e00-1dab-4cd3-b255-5b1af430ccd8,Crazy Weather,"Andy lived in the northern city of Jacksonville, Florida.",Andy was quite shocked in the weather of Jacksonville lately.,"Yesterday, it was above 90 degrees, and very sunny.","However, today, Jacksonville was under a Hurricane warning.",Andy was quite perplexed at the crazy weather in Jacksonville.
efef0ecd-1385-4131-9ff0-dcd5a277d52f,Happy ending,Jane's car broke down.,She had no money for the repairs.,Her family and friends heard about her plight and decided to chip in.,They gathered enough money to buy her a new car.,Jane was beyond overjoyed and grateful.
700f160f-795f-41c6-b389-03015f1abf74,Unanswered Call,Terry had been getting calls from a strange number.,"Every time he'd answer, there was dead silence.",Terry started to recognize the number.,Terry got a call from the number.,He didn't answer it.
01bbfda8-5b44-4b4d-b868-92f71f08b239,Our baby,Jenna and Brian wanted to have a baby.,They went to the doctor for help.,One day the doctor called and said they were finally having a baby!,They waited and waited while the baby grew in Jenna's belly.,Then one day they hurried to the hospital where their baby was born!
07729b8a-56b3-450f-91b0-f9a52673a91a,Clean It Off,Gina hated to drive on the snow.,And it was snowing hard now.,The weather man foretasted the snow would fall all day.,There was no sense in delaying her trip.,"Gina bundled up, and headed out into the white out."
3dbb57b5-577c-4356-abe8-18b52de87df7,The Bear,I was camping in the mountains with my best friend.,We went to bed late.,It was about 2 am when we took our trash to the dumpster.,"Upon arriving there, we saw a bear eating from it!",We quickly ran back to our tent.
04e56d2d-f08f-4a93-8b9a-0cb47e34ae56,Halloween Costume,Cathy took her daughter to the mall for a Halloween costume.,Her daughter picked out a fairy costume.,Cathy paid for the costume.,They got ice cream at the mall.,They went home.
34aedb31-125e-456f-9d6c-fb763e389cd8,A grocery substitution.,Megan was grocery shopping.,She needed a can of enchilada sauce.,"Unfortunately, the store was out.",She texted her husband.,He texted her back with a list of alternative ingredients.
f76195b2-41e6-4052-aa72-fb56d795e968,The Patio,Erin was renovating her yard.,She wanted to put a patio in next to the house.,She plotted it all out and called a contractor.,They installed beautiful stone.,Erin was thrilled with the outcome.
58d97f6f-0669-450d-8224-bc9b2912a0fd,Ankle,Donna had a lot of pain in her ankle.,She rushed to the doctors to see what had occurred.,The doctor said that she had broken the bones in her ankle.,It took many months for her ankle to heal.,"Finally, Donna was able to walk without any pain."
1b86cd3a-f449-4425-a79a-6338bb3284a1,New screen protector,I dropped my iPad yesterday.,So I had to buy another screen protector.,My current one was broken.,When I got another one it took forever to ship.,I got my money back because I waited so long.
